cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
36,15,66,34,16,65,121904043
27,10,61,32,12,70,121904103
28,10,60,33,13,67,121904105
55,20,80,48,7,69,121905001
47,20,79,42,21,75,121905041
41,20,74,44,26,77,121905103
49,9,80,57,4,74,121906001
42,16,79,49,20,83,121906041
41,13,82,37,13,78,121906101
40,18,68,38,16,71,122901001
66,17,97,64,16,100,122902001
,,,,,,123503001
72,17,94,67,6,90,123803001
53,12,84,57,7,81,123803041
44,9,79,58,19,83,123803101
57,28,91,83,65,96,123803103
43,19,82,45,25,83,123805001
52,17,85,48,14,80,123807001
56,31,86,55,35,87,123807101
67,27,86,61,16,77,123905001
44,20,76,44,22,76,123905041
50,25,81,55,30,83,123905042
59,33,87,59,37,90,123905101
62,31,92,64,33,92,123905102
55,30,82,58,32,83,123905103
69,41,95,72,44,97,123905104
,,,,,,123907007
37,9,66,30,2,52,123907009
26,9,60,28,11,59,123907041
33,15,65,33,17,64,123907043
34,15,67,34,15,66,123907102
51,26,81,49,24,84,123907103
32,13,68,31,13,66,123907105
35,13,70,35,14,70,123907108
42,19,73,42,20,77,123907109
34,14,73,36,14,79,123907113
33,16,68,36,17,68,123907116
61,18,81,55,6,72,123908001
48,19,81,47,23,83,123908041
49,20,83,50,25,84,123908042
57,29,83,61,30,87,123908101
56,28,90,59,29,91,123908102
58,29,88,58,34,88,123908103
51,27,88,48,34,89,123908104
60,31,95,55,32,95,123908105
56,31,88,49,38,86,123908107
15,0,62,25,0,61,123910001
6,0,73,11,0,63,123910004
,,,,,,123910006
48,15,73,45,7,63,123910008
,,,,,,123910011
15,2,50,12,0,35,123910012
79,29,96,81,14,93,123910013
30,6,59,25,1,44,123910014
16,3,47,18,4,48,123910042
18,4,49,18,7,44,123910043
17,4,46,17,5,47,123910045
38,16,71,41,20,72,123910046
45,21,72,46,23,71,123910047
26,9,59,23,9,56,123910048
16,5,51,22,7,66,123910101
26,11,53,30,13,57,123910104
47,25,77,57,35,84,123910105
36,16,70,37,19,71,123910110
31,13,65,38,19,72,123910112
42,21,74,44,25,77,123910118
22,8,53,24,10,57,123910123
14,5,36,16,6,43,123910125
37,19,67,39,20,68,123910126
17,6,51,17,7,52,123910127
15,4,42,15,4,42,123910128
16,6,36,16,6,38,123910129
25,12,58,25,14,60,123910130
12,4,38,15,6,43,123910131
61,26,91,66,25,95,123913001
57,19,81,54,10,74,123914001
47,20,81,51,26,86,123914041
55,29,87,55,37,89,123914101
48,24,81,51,26,83,123914102
48,14,75,45,5,67,124901001
32,9,68,30,8,68,124901041
33,14,69,28,13,66,124901101
34,9,63,33,4,53,125901001
30,12,72,29,13,69,125901041
22,10,59,24,12,60,125901042
22,6,56,30,12,66,125901043
30,17,61,33,24,61,125901101
38,19,71,38,22,75,125901104
39,17,75,40,18,77,125901105
15,6,46,16,6,49,125901106
35,15,63,35,16,68,125901107
28,6,61,32,6,55,125902001
50,21,82,42,18,80,125902101
56,21,82,50,8,71,125903001
38,16,70,37,18,68,125903041
59,33,86,51,25,85,125903102
56,29,84,54,25,85,125903103
26,9,61,26,7,59,125905001
26,12,63,26,12,65,125905101
51,27,86,51,24,87,125906101
19,3,49,17,1,43,126801001
55,17,81,48,8,69,126901001
39,16,73,41,19,76,126901041
60,28,96,49,25,97,126901101
51,30,82,45,33,80,126901102
47,20,79,39,19,79,126901103
26,9,64,30,12,66,126901104
62,21,83,55,8,74,126902001
23,8,62,11,0,49,126902003
60,22,81,54,11,73,126902006
81,29,95,84,17,94,126902007
45,20,80,44,23,79,126902041
45,20,78,50,26,80,126902042
58,29,87,63,38,87,126902043
56,32,87,61,36,91,126902101
57,30,84,60,36,87,126902102
52,25,83,54,28,84,126902103
42,22,71,39,17,70,126902104
44,18,80,45,19,82,126902105
52,30,82,56,35,85,126902107
46,23,80,51,27,84,126902108
54,29,87,58,35,87,126902109
44,21,77,48,23,82,126902110
52,29,82,49,28,82,126902111
44,9,69,41,2,59,126903001
26,8,58,15,3,33,126903002
35,13,68,36,17,69,126903041
40,17,81,33,15,84,126903101
45,23,76,46,24,76,126903102
34,17,66,32,13,67,126903103
26,9,60,31,11,64,126903104
29,9,61,29,12,60,126903107
49,24,82,55,30,87,126903108
28,11,63,27,12,65,126903109
25,9,63,25,9,65,126903111
76,25,93,68,13,88,126904001
54,22,88,48,25,85,126904041
66,35,92,65,34,92,126904102
60,21,81,50,6,70,126905001
32,8,77,21,0,55,126905002
76,34,90,65,15,81,126905003
46,21,78,43,21,73,126905041
62,34,87,62,36,86,126905043
50,23,84,47,19,85,126905101
53,29,86,46,26,84,126905103
73,48,95,71,47,95,126905104
53,27,83,51,27,81,126905105
41,22,77,40,19,77,126905106
51,17,78,44,8,68,126906001
10,0,50,-1,-1,-1,126906002
45,18,80,42,21,79,126906041
35,16,70,36,18,74,126906101
48,13,75,43,4,65,126907001
30,9,71,29,9,73,126907041
44,18,75,41,16,75,126907101
48,16,75,38,5,62,126908001
35,12,71,34,16,71,126908041
34,15,70,34,15,70,126908101
52,15,80,46,7,69,126911001
,,,,,,126911003
16,0,37,14,0,14,126911004
39,15,72,42,21,75,126911041
31,13,68,29,13,69,126911042
52,13,77,53,6,72,127901001
43,17,77,46,18,77,127901041
32,12,73,36,15,78,127901101
42,11,73,47,11,69,127903001
34,15,71,36,15,76,127903102
53,14,77,47,1,69,127904001
38,14,74,42,17,75,127904041
36,16,73,37,17,75,127904101
53,10,78,50,5,68,127905001
25,11,68,18,9,70,127905101
61,18,86,58,10,80,127906001
34,13,69,41,22,79,127906041
40,16,76,36,14,83,127906101
59,17,81,52,7,72,128901001
39,17,72,40,20,72,128901041
41,20,74,38,15,75,128901105
40,10,71,30,1,55,128902001
34,10,70,35,12,71,128902041
40,16,77,41,18,83,128902104
35,9,71,33,9,61,128903001
31,12,81,13,2,80,128903101
87,57,95,90,54,94,128904001
67,38,91,62,34,88,128904101
63,23,86,57,10,78,129901001
10,2,49,4,0,31,129901002
41,19,75,50,25,81,129901041
46,23,79,42,24,76,129901101
57,33,87,57,33,88,129901102
42,20,74,44,21,77,129901103
43,21,74,47,26,79,129901105
75,32,89,69,15,83,129902001
60,24,82,55,11,73,129902003
62,33,88,65,36,91,129902041
48,24,77,52,28,80,129902042
74,43,94,76,44,95,129902101
54,29,83,54,28,82,129902102
66,37,90,64,34,89,129902103
63,40,88,59,33,87,129902104
54,29,81,53,28,80,129902105
47,24,78,45,23,76,129902106
50,26,78,51,26,79,129902107
64,38,90,62,36,90,129902108
42,21,76,41,20,76,129902109
54,18,80,46,8,67,129903001
28,6,65,24,0,48,129903003
44,19,79,40,18,74,129903041
,,,,,,129903102
41,21,76,36,18,78,129903110
40,20,76,34,18,74,129903112
45,22,79,43,24,79,129903114
51,16,80,41,1,69,129904001
17,0,75,-1,-1,-1,129904003
37,15,74,35,16,70,129904041
37,15,73,32,11,73,129904102
62,21,84,57,11,75,129905001
58,29,88,61,32,90,129905041
57,31,84,54,27,81,129905103
59,30,92,55,31,94,129905104
65,35,94,60,30,93,129905105
55,29,87,53,29,85,129905106
43,12,70,36,5,58,129906002
-1,-1,-1,,,,129906004
38,17,71,38,17,69,129906041
-1,-1,-1,-1,-1,-1,129906104
32,12,64,32,16,65,129906107
40,21,72,36,21,71,129906108
33,18,65,34,18,69,129906109
57,19,80,50,9,68,129910001
54,25,84,52,26,82,129910041
45,19,78,40,18,72,129910101
20,8,64,33,0,56,130801001
-1,-1,-1,-1,-1,-1,130801002
,,,,,,130801003
71,30,89,70,16,83,130901001
80,42,94,78,27,91,130901002
62,33,87,60,35,85,130901041
72,43,92,70,43,90,130901042
57,29,81,58,34,83,130901101
60,34,86,58,35,86,130901102
76,50,95,78,57,96,130901103
63,37,90,66,40,92,130901104
64,40,91,66,44,93,130901105
63,35,89,66,40,91,130901106
53,17,79,45,6,69,130902001
47,20,79,50,23,80,130902041
42,18,81,38,16,80,130902101
55,30,89,48,24,93,131001103
68,28,92,70,28,90,132902001
50,11,80,42,4,69,133901001
,,,,,,133901004
45,17,81,45,18,82,133901041
37,18,75,38,20,78,133901101
52,27,88,52,27,92,133902101
67,29,85,58,14,75,133903001
52,26,80,57,33,83,133903041
53,28,85,47,23,86,133903101
49,26,83,48,25,85,133903102
53,29,89,53,32,90,133903103
40,16,75,36,17,70,133903104
35,18,82,-1,-1,-1,133903105
64,39,91,62,39,91,133903109
60,18,88,59,10,83,133904001
43,19,75,40,23,70,133904042
46,22,83,40,17,82,133904101
94,69,100,100,71,100,133905101
54,17,79,43,4,66,134901001
46,22,75,46,28,72,134901041
35,16,72,38,18,72,134901101
77,41,96,79,38,98,135001001
68,28,83,63,12,74,136901001
47,21,81,48,25,75,136901041
41,19,80,44,22,83,136901101
34,11,63,27,4,48,137901001
-1,-1,-1,-1,-1,-1,137901005
28,9,59,31,10,58,137901041
24,8,56,26,8,56,137901042
37,18,68,31,18,64,137901105
19,8,48,19,7,46,137901106
30,13,58,29,14,60,137901109
48,28,80,47,29,77,137901110
64,31,91,61,31,91,137902041
57,24,90,59,28,92,137902101
49,21,75,47,17,66,137903001
53,25,87,60,30,91,137903101
79,34,97,77,17,95,137904001
66,38,91,71,44,93,137904101
53,11,79,46,2,68,138902001
39,24,72,30,22,72,138902041
43,16,85,44,21,88,138902101
51,22,79,51,17,80,138903001
36,19,78,33,17,73,138903101
53,26,88,58,28,85,138904001
67,22,85,66,13,78,139905001
51,23,85,59,33,87,139905041
63,31,92,67,39,95,139905101
32,15,67,35,17,65,139908001
56,21,82,49,10,72,139909002
28,6,56,16,0,28,139909008
42,20,74,43,25,76,139909042
30,12,67,27,9,67,139909108
40,19,69,39,20,67,139909109
36,18,69,32,15,65,139909112
64,20,84,59,12,74,139911002
47,20,80,47,22,76,139911042
45,18,78,43,19,80,139911102
51,27,81,47,27,81,139911103
47,22,81,48,23,83,139911104
50,13,78,43,6,67,139912001
47,18,82,48,25,77,139912041
54,27,87,52,28,88,139912101
33,10,72,32,10,75,139912102
26,5,67,27,5,72,140901001
43,13,70,34,4,56,140904001
41,15,75,36,15,71,140904041
41,19,79,41,20,82,140904102
46,9,82,46,6,72,140905002
40,18,78,41,23,85,140905041
40,21,79,41,23,82,140905102
46,17,80,46,7,73,140907001
30,13,67,33,18,68,140907101
58,25,85,56,18,81,140908001
-1,-1,-1,-1,-1,-1,140908002
49,23,82,44,22,79,140908101
57,19,78,56,10,71,141901001
43,17,74,44,20,73,141901041
45,20,79,52,23,87,141901102
49,25,83,51,29,85,141901103
34,13,71,37,17,73,141901105
36,16,69,29,10,59,141902001
34,6,64,30,2,50,142901001
43,20,76,41,18,71,142901041
36,17,74,39,16,76,142901102
34,17,66,34,19,69,142901104
68,31,87,63,16,80,143901001
48,21,81,43,22,79,143901041
43,21,75,45,20,80,143901101
58,27,80,60,22,78,143902001
50,27,85,43,25,82,143902101
72,36,92,74,30,90,143903001
63,38,89,58,32,87,143903101
51,24,86,47,27,87,143904101
62,28,92,63,27,89,143905101
57,32,89,52,32,84,143906101
59,23,79,47,8,66,144901001
44,20,77,44,19,75,144901041
35,14,74,36,14,74,144901101
37,18,73,37,16,74,144901103
64,23,88,55,12,78,144902001
45,20,77,43,18,75,144902041
44,22,81,42,21,85,144902101
37,14,65,33,12,59,144903001
59,25,82,48,8,69,145901002
52,22,86,47,23,85,145901041
55,19,88,57,14,85,145902001
47,20,82,48,24,84,145902101
55,17,81,47,8,71,145906001
45,21,80,54,29,86,145906041
46,26,79,48,28,80,145906101
50,13,86,58,13,87,145907002
30,14,76,27,10,75,145907102
59,17,83,58,6,77,145911002
43,20,76,48,24,74,145911041
55,33,84,50,29,83,145911102
40,11,66,31,2,53,146901001
5,0,22,0,0,4,146901004
30,11,63,28,13,61,146901041
38,15,77,32,10,73,146901102
28,11,63,29,12,66,146901103
38,19,72,35,17,70,146901104
49,13,76,41,5,64,146902002
13,0,75,-1,-1,-1,146902007
32,12,66,31,14,63,146902041
39,20,68,34,19,66,146902101
33,15,63,32,16,65,146902103
34,17,66,34,18,68,146902105
75,45,94,73,50,90,146903041
86,55,99,87,49,98,146903101
56,22,84,47,8,72,146904001
37,14,72,41,21,71,146904041
30,12,64,29,14,64,146904102
34,6,67,30,1,55,146905001
30,13,64,34,22,71,146905041
24,9,58,27,14,56,146905101
50,14,78,45,7,69,146906001
43,19,77,41,22,77,146906041
40,18,71,41,18,72,146906103
62,24,86,55,7,80,146907001
45,20,76,38,19,68,146907041
32,13,68,33,16,66,146907101
47,23,83,48,24,85,146907102
41,16,72,38,12,60,147901001
61,26,88,53,20,89,147901101
36,9,66,32,5,58,147902001
-1,-1,-1,,,,147902003
38,15,73,48,20,76,147902042
41,20,71,41,21,70,147902101
36,20,71,30,18,66,147902104
40,12,67,34,4,55,147903002
31,11,67,35,15,68,147903042
-1,-1,-1,-1,-1,-1,147903101
24,10,55,28,14,63,147903105
52,25,81,48,17,76,148901001
58,32,91,52,27,93,148901101
52,23,82,53,21,85,148902001
40,14,74,48,14,80,148903001
28,8,66,20,4,62,148905101
66,26,86,64,12,79,149901001
,,,,,,149901003
59,27,87,57,30,88,149901041
51,23,87,53,26,90,149901101
79,50,99,75,46,99,149901102
45,15,78,45,10,71,149902001
40,19,74,37,17,73,149902101
54,22,78,49,12,65,150901001
50,21,81,54,25,82,150901041
48,23,81,49,25,81,150901101
40,18,70,39,20,74,150901102
,,,,,,152504001
,,,,,,152504041
,,,,,,152504101
70,40,97,62,43,96,152802101
18,5,52,12,0,34,152803001
15,1,54,14,1,45,152901011
0,0,20,-1,-1,-1,152901017
45,12,68,39,2,56,152901020
34,6,64,29,1,51,152901021
61,18,78,61,5,72,152901022
43,10,70,41,3,59,152901023
81,37,99,83,37,99,152901024
30,9,67,29,11,63,152901061
25,8,62,23,9,60,152901062
22,7,50,17,4,44,152901063
49,19,81,50,25,81,152901064
69,39,91,70,47,91,152901065
49,20,81,49,25,81,152901066
31,12,67,28,12,62,152901067
18,4,51,15,4,45,152901068
20,6,56,19,8,52,152901069
38,13,68,32,12,64,152901155
25,10,57,23,10,57,152901156
41,22,77,45,22,83,152901157
27,9,66,20,4,67,152901159
32,16,67,32,17,69,152901160
38,16,74,40,20,76,152901161
54,24,86,53,28,84,152901162
42,21,79,42,22,82,152901163
33,11,70,23,7,65,152901165
58,36,88,56,35,87,152901166
24,12,60,23,14,60,152901168
28,12,62,29,11,64,152901169
52,28,83,43,18,80,152901170
31,14,68,26,13,68,152901174
35,16,72,32,16,68,152901176
57,35,87,56,35,91,152901177
52,27,82,50,27,80,152901178
63,39,91,65,45,92,152901179
30,16,62,33,17,62,152901180
46,22,80,47,22,82,152901183
27,9,70,26,12,71,152901184
40,18,72,36,14,67,152901186
60,33,88,57,30,84,152901187
38,22,76,37,21,78,152901188
65,42,88,67,46,91,152901189
43,20,79,39,20,75,152901190
35,14,74,25,11,71,152901191
34,14,73,38,18,78,152901192
53,29,87,51,28,89,152901193
29,12,63,23,8,63,152901194
60,36,85,57,38,86,152901195
23,9,63,16,7,53,152901196
60,14,89,57,3,83,152902001
39,17,76,42,21,76,152902041
39,21,77,49,31,79,152902101
49,14,73,37,6,58,152903001
,,,,,,152903008
38,14,76,44,17,75,152903042
38,15,72,38,15,77,152903103
71,30,88,64,14,81,152906001
42,0,67,50,0,50,152906003
56,28,86,54,27,84,152906041
61,32,87,57,31,82,152906042
61,35,86,60,39,86,152906101
46,24,80,45,23,79,152906103
64,38,88,59,36,87,152906104
54,32,83,53,33,82,152906105
32,12,69,33,14,73,152906106
69,19,86,65,7,78,152907001
54,15,79,29,0,52,152907002
55,25,83,53,27,82,152907041
50,23,81,49,27,80,152907042
59,29,86,58,33,84,152907043
47,25,78,45,25,78,152907103
69,44,94,71,46,96,152907104
40,16,75,42,21,75,152907105
39,18,75,40,19,76,152907106
65,37,91,65,39,92,152907107
60,37,90,52,30,90,152907108
58,30,85,59,31,87,152907109
58,33,85,56,31,86,152907111
49,17,76,43,7,67,152908001
38,14,75,39,15,74,152908041
30,13,68,29,12,70,152908101
68,29,87,56,10,79,152909001
69,40,93,65,40,94,152909041
50,24,81,50,32,84,152909102
74,35,92,71,15,86,152910001
55,27,86,53,28,86,152910041
60,31,89,60,30,89,152910101
34,16,66,34,14,64,153903001
44,12,80,32,2,67,153904001
33,12,63,27,12,56,153904041
47,19,81,50,25,85,153904101
73,39,94,71,37,94,153905001
30,12,66,31,11,65,153907001
52,15,79,43,6,69,154901001
52,22,85,45,23,80,154901041
46,23,82,43,21,84,154901102
54,23,85,48,22,79,154903001
53,16,77,48,4,68,155901002
33,15,70,41,20,79,155901041
25,10,51,25,11,56,155901102
47,12,76,41,3,64,156902001
33,12,70,34,14,71,156902041
29,14,64,32,17,68,156902101
65,31,92,69,32,89,156905001
77,30,92,79,15,86,157901001
55,28,88,60,32,87,157901041
52,26,78,56,27,78,157901101
39,10,65,35,5,54,158901001
36,15,68,34,18,69,158901041
36,17,70,39,20,72,158901101
39,19,72,34,16,68,158901102
34,16,71,32,17,73,158901104
56,22,84,51,8,72,158902001
46,18,79,49,23,79,158902041
40,18,77,45,23,82,158902101
55,27,90,52,27,90,158902102
34,15,69,32,11,68,158904101
62,26,86,55,12,77,158905001
42,16,73,42,19,71,158905041
41,26,75,40,28,73,158905101
50,26,82,50,25,84,158905102
50,12,77,40,2,61,158906002
44,17,79,45,20,79,158906041
56,27,92,46,23,90,158906102
45,22,82,54,27,89,158906103
71,30,88,60,8,79,159901001
55,22,77,44,6,65,159901004
58,29,87,55,29,87,159901041
45,17,78,47,22,80,159901042
48,21,82,41,19,75,159901102
50,20,83,46,21,82,159901104
53,27,84,51,26,82,159901105
36,16,75,30,13,74,159901106
76,38,100,67,33,100,159901107
45,19,82,42,21,81,159901109
39,16,76,32,13,70,159901110
47,22,80,42,20,78,159901111
46,18,87,41,16,86,159901113
32,12,66,30,11,61,159901115
45,15,84,42,15,83,159901117
40,16,78,38,16,74,159901118
72,41,96,66,38,95,159901120
61,36,91,56,34,89,159901121
52,25,84,45,23,83,159901122
52,18,76,40,6,61,160901001
57,26,87,52,29,82,160901041
38,18,71,37,16,71,160901101
46,18,82,43,18,81,160904001
26,10,56,25,7,55,160905001
25,10,61,29,12,67,161801101
57,11,86,59,3,83,161802001
38,15,73,38,17,77,161802101
33,10,74,40,18,77,161802102
24,8,61,27,10,60,161807001
41,20,72,42,23,75,161807002
44,15,75,43,12,71,161807003
44,25,73,47,28,76,161807004
50,21,79,49,17,74,161807005
59,27,85,59,23,82,161807006
50,26,79,49,24,77,161807007
44,19,76,40,19,75,161807008
62,30,86,66,31,83,161807009
38,13,74,46,15,74,161807010
65,29,90,65,27,88,161807011
54,31,81,50,26,82,161807012
69,36,90,67,33,88,161807013
39,12,72,43,10,71,161807014
44,21,74,46,24,75,161807015
42,20,73,45,23,77,161807016
71,33,92,78,38,95,161901001
70,37,94,72,40,96,161901101
76,37,90,71,21,84,161903001
63,36,87,67,41,90,161903041
61,35,87,59,39,87,161903101
47,23,83,47,25,84,161903102
42,24,71,45,30,81,161903103
66,39,90,68,41,91,161903104
78,54,94,80,58,96,161903105
66,39,91,62,35,90,161903106
49,29,81,53,32,84,161903107
78,51,92,70,44,90,161903108
36,9,66,35,4,58,161906002
35,13,69,41,19,76,161906042
37,16,73,33,12,70,161906103
44,21,83,46,25,86,161906105
77,36,93,70,17,87,161907001
58,25,90,58,30,89,161907041
55,30,88,58,33,91,161907101
37,12,70,37,6,65,161908002
43,20,86,30,13,81,161908102
60,18,81,55,7,73,161909001
39,18,74,36,20,70,161909041
44,21,79,37,15,75,161909101
44,10,73,50,6,67,161910001
27,11,64,28,16,64,161910041
36,12,72,36,16,78,161910101
47,14,81,51,15,78,161912001
34,14,67,38,19,71,161912101
40,12,66,30,3,50,161914002
46,14,73,36,4,60,161914003
,,,,,,161914004
,,,,,,161914005
8,1,40,2,0,21,161914007
28,9,65,28,12,63,161914043
44,21,76,43,22,75,161914044
17,6,48,19,7,49,161914048
28,7,67,31,11,70,161914050
29,13,67,33,13,68,161914101
50,22,80,49,25,82,161914103
18,7,52,14,7,54,161914104
33,16,63,29,15,63,161914105
31,14,65,28,12,64,161914106
25,11,59,25,13,59,161914107
36,16,68,41,19,73,161914109
14,6,36,16,8,40,161914110
23,7,67,20,10,68,161914112
27,13,66,27,15,67,161914116
31,12,61,33,12,61,161914120
37,20,72,40,24,78,161914121
33,16,67,35,20,73,161914127
23,9,67,31,11,68,161914129
30,12,61,29,13,60,161914130
-1,-1,-1,-1,-1,-1,161914444
61,22,84,58,7,79,161916001
,,,,,,161916004
40,12,79,43,20,80,161916042
42,18,73,48,24,76,161916102
,,,,,,161916198
60,16,83,64,11,81,161918001
47,16,80,49,19,78,161918041
53,27,84,53,28,82,161918101
-1,-1,-1,-1,-1,-1,161918199
58,14,84,54,6,74,161919001
,,,,,,161919005
34,12,75,31,16,70,161919041
33,14,68,36,17,74,161919042
67,27,88,65,16,81,161920001
8,8,33,-1,-1,-1,161920002
57,26,85,60,33,85,161920041
59,31,90,57,33,89,161920102
57,28,86,55,28,86,161920104
36,7,69,33,2,59,161921001
25,7,61,32,11,58,161921041
35,15,71,35,17,71,161921101
27,11,58,29,12,62,161921104
62,18,84,61,9,78,161922001
,,,,,,161922004
46,19,81,60,30,85,161922041
50,26,85,48,31,87,161922102
55,28,84,53,27,82,161922103
62,20,86,67,12,81,161923001
51,26,82,52,27,79,161923041
53,24,84,57,30,89,161923101
47,21,84,45,20,86,161924101
38,17,75,38,17,76,161925101
66,35,91,66,34,92,162904001
53,19,76,46,7,65,163901001
39,15,74,40,22,74,163901041
40,19,74,42,21,77,163901102
53,22,84,58,29,83,163902001
38,9,71,35,4,62,163903001
31,12,71,39,17,70,163903041
25,10,59,27,9,62,163903101
53,17,78,46,6,67,163904001
44,22,75,41,22,72,163904041
33,14,68,33,16,71,163904105
66,24,87,61,11,79,163908001
,,,,,,163908004
50,22,81,49,26,81,163908042
54,25,85,55,28,87,163908043
62,31,92,61,31,93,163908103
55,31,84,54,32,85,163908104
56,31,87,58,35,89,163908105
54,29,82,54,30,83,163908106
44,7,80,39,0,75,164901001
35,19,75,39,24,79,164901041
55,27,87,54,28,85,165802101
42,13,66,30,3,50,165901002
36,10,62,26,2,47,165901003
20,5,52,17,1,38,165901004
83,35,95,80,19,93,165901006
,,,,,,165901020
